"","PCode","REGION","DISTRICT","Code_CSREF","STRUCTURE","PCODE2","TYPE","DATE OUVERTURE","NBRE VILLAGE","DISTANCE","ACCESSIBILITE","Source","obs","X2","Y2","Y3"
"152","ML05R06C003","MOPTI","KORO","ML05R06","BARAPIRELI","ML05R06C003","CSCOM","2011",11,30,"OUI","OMS Survey",NA,-3.055460023,14.307499848,NA
"153","ML05R06C004","MOPTI","KORO","ML05R06","BARGOU","ML05R06C004","CSCOM","2002",7,NA,NA,"OMS Survey",NA,-2.96756000001,13.9397299998,NA
"154","ML07R03C005","GAO","BOUREM","ML07R03","BARIA","ML07R03C005","CSCOM","2010",2,90,"OUI","OMS Survey",NA,-0.295833333097,16.8786111111,NA
"155","ML04R02C002","SEGOU","BAROUELI","ML04R02","BAROUELI CENT0AL","ML04R02C002","CSCOM","2000",20,2,"OUI","OMS Survey",NA,-6.835304026,13.070495347,NA
"156","ML04R02C000","SEGOU","BAROUELI","ML04R02","BAROUELI CSREF","ML04R02C000","CSRef","2011",0,100,NA,"OMS Survey",NA,-6.835304026,13.070495347,NA
"157","ML01R01C005","KAYES","KAYES","ML01R01","BATAMA","ML01R01C005","CSCOM","2004",6,65,"NON","OMS Survey",NA,-10.9115899996,14.6883500002,NA
"158","ML05R03C002","MOPTI","BANKASS","ML05R03","BAYE","ML05R03C002","CSCOM","1998",7,62,"OUI","OMS Survey",NA,-3.368951273,13.622880098,NA
"159","ML01R04C001","KAYES","KENIEBA","ML01R04","BAYE KENIEBA","ML01R04C001","CSCOM","2007",11,86,"OUI","OMS Survey",NA,-10.7941599996,12.7107200003,NA
"160","ML07R02C002","GAO","ANSONGO","ML07R02","BAZI GOURMA","ML07R02C002","CSCOM","2006",3,65,"OUI","OMS Survey",NA,0.43141700036326,15.6997059996,NA
"161","ML07R02C003","GAO","ANSONGO","ML07R02","BAZI HAOUSSA","ML07R02C003","CSCOM","2004",4,10,"OUI","OMS Survey",NA,0.48402536401854,15.6958804123,NA
"162","ML02R08C003","KOULIKORO","NARA","ML02R08","BEDIATT","ML02R08C003","CSCOM","2007",3,25,NA,"OMS Survey",NA,-8.48376999993,15.2712899997,NA
"163","ML02R04C001","KOULIKORO","FANA","ML02R04","BELEKO SOBA","ML02R04C001","CSCOM","1997",24,75,"OUI","OMS Survey",NA,-6.407936526,12.475055472,NA
"164","ML06R01C006","TOMBOUCTOU","TOMBOUCTOU","ML06R01","BELLAFARANDI","ML06R01C006","CSCOM","2005",4,0,"OUI","OMS Survey",NA,-2.43288000035,17.4919900001,NA
"165","ML01R03C001","KAYES","DIEMA","ML01R03","BEMA","ML01R03C001","CSCOM","1998",11,65,"OUI","OMS Survey",NA,-9.351237903,15.039565974,NA
"166","ML05R02C002","MOPTI","BANDIAGARA","ML05R02","BENDIELY","ML05R02C002","CSCOM","2006",6,15,"NON","OMS Survey",NA,-3.59523000014,14.4292999997,NA
"167","ML01R02C003","KAYES","OUSSOUBIDIAGNA","ML01R02","BENDOUGOU","ML01R02C003","CSCOM","2004",1,165,"OUI","OMS Survey",NA,-10.2668475293,14.5544488485,NA
"168","ML01R05C004","KAYES","KITA","ML01R05","BENDOUGOUBA","ML01R05C004","CSCOM","2000",14,12,"OUI","OMS Survey",NA,-9.395555529,13.056944847,NA
"169","ML02R09C003","KOULIKORO","OUELESSEBOUGOU","ML02R09","BENEKO","ML02R09C003","CSCOM","2005",8,15,"OUI","OMS Survey",NA,-7.69979999991,12.01818,NA
"170","ML04R08C001","SEGOU","TOMINIAN","ML04R08","BENENA","ML04R08C001","CSCOM","2000",11,35,"OUI","OMS Survey",NA,-4.365089774,13.116879847,NA
"171","ML06R04C003","TOMBOUCTOU","GOURMA-RHAROUS","ML06R04","BENGUEL","ML06R04C003","CSCOM","1999",24,30,"OUI","OMS Survey",NA,-2.1579629999,16.8112359999,NA
"172","ML04R03C001","SEGOU","BLA","ML04R03","BENGUENE","ML04R03C001","CSCOM","2005",6,26,"OUI","OMS Survey",NA,-5.855828525,12.810558347,NA
"173","ML01R05C005","KAYES","KITA","ML01R05","BENKADI FOUNIA","ML01R05C005","CSCOM","2008",14,15,"OUI","OMS Survey",NA,-9.476522529,12.900082347,NA
"174","ML08R02C005","BAMAKO","COMMUNE2","ML08R02","BENKADY","ML08R02C005","CSCOM","1993",4,2,"OUI","OMS Survey",NA,-7.95827000004,12.6422900001,NA
"175","ML07R02C004","GAO","ANSONGO","ML07R02","BENTIA","ML07R02C004","CSCOM","2001",7,70,"OUI","OMS Survey",NA,0.755821000441401,15.3398930338,NA
"176","ML06R01C007","TOMBOUCTOU","TOMBOUCTOU","ML06R01","BER","ML06R01C007","CSCOM","1999",11,60,"OUI","OMS Survey",NA,-2.525245272,16.837477226,NA
"177","ML07R01C003","GAO","GAO","ML07R01","BERRAH","ML07R01C003","CSCOM","2005",2,4,"OUI","OMS Survey",NA,-0.022165644802,16.3278364035,NA
"178",NA,"SEGOU","MACINA",NA,"BERTHA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-5.193044,13.715946,NA
"179","ML01R07C002","KAYES","YELIMANE","ML01R07","BILADJI0I","ML01R07C002","CSCOM","2002",5,17,"NON","OMS Survey",NA,-10.6514201547,15.2110803491,NA
"180","ML02R08C004","KOULIKORO","NARA","ML02R08","BINEOU NIAKATE","ML02R08C004","CSCOM","1997",3,225,"OUI","OMS Survey",NA,-8.52213000023,15.4013600002,NA
"181","ML03R07C001","SIKASSO","SELINGUE","ML03R07","BINKO","ML03R07C001","CSCOM","1999",6,7,"OUI","OMS Survey",NA,-8.243,11.64,NA
"182","ML06R03C002","TOMBOUCTOU","GOUNDAM","ML06R03","BINTAGOUNGOU","ML06R03C002","CSCOM","2001",13,55,"OUI","OMS Survey",NA,-3.733099773,16.735155101,NA
"183","ML04R03C002","SEGOU","BLA","ML04R03","BLA CENT0AL","ML04R03C002","CSCOM","2002",16,2,"NON","OMS Survey",NA,-5.76066615,12.944264472,NA
"184","ML04R03C000","SEGOU","BLA","ML04R03","BLA CSREF","ML04R03C000","CSRef","2011",0,85,NA,"OMS Survey",NA,-5.76066615,12.944264472,NA
"185","ML03R02C004","SIKASSO","BOUGOUNI","ML03R02","BLADIE-TIEMALA","ML03R02C004","CSCOM","2011",5,65,"OUI","OMS Survey",NA,-7.325515402,10.923245345,NA
"186","ML03R01C002","SIKASSO","SIKASSO","ML03R01","BLENDIO","ML03R01C002","CSCOM","1996",14,100,"NON","OMS Survey",NA,-6.346046651,11.608662346,NA
"187","ML03R06C002","SIKASSO","KOUTIALA","ML03R06","BOBOLA ZANGASSO","ML03R06C002","CSCOM","1998",6,NA,NA,"OMS Survey",NA,-4.992945899,12.534163097,NA
"188","ML04R03C003","SEGOU","BLA","ML04R03","BOGONI","ML04R03C003","CSCOM","1998",5,45,"OUI","OMS Survey",NA,-5.50771999971,12.78117,NA
"189","ML04R06C001","SEGOU","NIONO","ML04R06","BOH","ML04R06C001","CSCOM","1999",9,37,"OUI","OMS Survey",NA,-6.11521502548,14.0815694731,NA
"190","ML04R02C003","SEGOU","BAROUELI","ML04R02","BOIDIE","ML04R02C003","CSCOM","1998",12,15,"OUI","OMS Survey",NA,-6.871627776,13.212705472,NA
"191","ML02R03C002","KOULIKORO","DIOILA","ML02R03","BOLE","ML02R03C002","CSCOM","1996",3,110,"OUI","OMS Survey",NA,-7.03022000032,12.0291199996,NA
"192","ML04R06C002","SEGOU","NIONO","ML04R06","BOLIBANA B6","ML04R06C002","CSCOM","1994",19,30,"OUI","OMS Survey",NA,-5.928055775,14.424444223,NA
"193",NA,"MOPTI","KORO","ML05R06","BONDO","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-3.00567,14.130609,NA
"194","ML03R06C003","SIKASSO","KOUTIALA","ML03R06","BONGOSSO","ML03R06C003","CSCOM","2005",6,53,"OUI","OMS Survey",NA,-5.189162025,12.666575472,NA
"195","ML05R04C001","MOPTI","DJENNE","ML05R04","BONGUEL","ML05R04C001","CSCOM","2010",10,90,"OUI","OMS Survey",NA,-4.13550996793,14.0868396761,NA
"196","ML05R05C001","MOPTI","DOUENTZA","ML05R05","BONI","ML05R05C001","CSCOM","1996",28,100,"OUI","OMS Survey",NA,-2.222617647,15.071320599,NA
"197","ML08R02C006","BAMAKO","COMMUNE2","ML08R02","BONIABA","ML08R02C006","CSCOM","1993",3,5,"OUI","OMS Survey",NA,-7.98144000003,12.6349199996,NA
"198","ML05R05C002","MOPTI","DOUENTZA","ML05R05","BORE","ML05R05C002","CSCOM","1996",36,65,"OUI","OMS Survey",NA,-3.487251523,15.129133724,NA
"199","ML06R01C008","TOMBOUCTOU","TOMBOUCTOU","ML06R01","BORI","ML06R01C008","CSCOM","2000",7,45,"OUI","OMS Survey",NA,-2.79557900043,16.6949429996,NA
"200","ML05R02C003","MOPTI","BANDIAGARA","ML05R02","BORKO","ML05R02C003","CSCOM","1999",5,86,"OUI","OMS Survey",NA,-3.354779898,14.949899724,NA
"201",NA,"SIKASSO","Kadiolo",NA,"BOROGOBA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-5.758168,10.685704,NA
"202","ML02R02C003","KOULIKORO","BANAMBA","ML02R02","BORON","ML02R02C003","CSCOM","1996",20,65,"NON","OMS Survey",NA,-7.512675527,14.009410598,NA
"203","ML02R08C005","KOULIKORO","NARA","ML02R08","BOUDJIGIRE","ML02R08C005","CSCOM","2005",11,80,"OUI","OMS Survey",NA,-6.56508999989,14.82914,NA
"204","ML01R05C006","KAYES","KITA","ML01R05","BOUDOFO","ML01R05C006","CSCOM","2009",8,5,"NON","OMS Survey",NA,-9.54984000038,13.2471000004,NA
"205","ML01R05C007","KAYES","KITA","ML01R05","BOUGARIBAYA","ML01R05C007","CSCOM","2002",8,55,"OUI","OMS Survey",NA,-9.844044529,12.813753722,NA
"206",NA,"TOMBOUCTOU","Tombouctou",NA,"BOUGBEA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-2.668055556,18.54222222,NA
"207","ML02R04C002","KOULIKORO","FANA","ML02R04","BOUGOUCOURALA","ML02R04C002","CSCOM","2010",6,NA,NA,"OMS Survey",NA,-6.361367401,12.3813962851,NA
"208","ML03R05C001","SIKASSO","KOLONDIEBA","ML03R05","BOUGOULA","ML03R05C001","CSCOM","2006",6,45,"OUI","OMS Survey",NA,-6.911521,10.786084,NA
"209",NA,"SIKASSO","Sikasso",NA,"BOUGOULA HAMEAU","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-5.67795,11.314505,NA
"210","ML03R02C000","SIKASSO","BOUGOUNI","ML03R02","BOUGOUNI CSREF","ML03R02C000","CSRef","1984",0,165,NA,"OMS Survey",NA,-7.48323,11.41769,NA
"211","ML03R02C005","SIKASSO","BOUGOUNI","ML03R02","BOUGOUNI EST","ML03R02C005","CSCOM","1994",27,1,"OUI","OMS Survey",NA,-7.47741600082,11.4112203653,NA
"212","ML03R02C006","SIKASSO","BOUGOUNI","ML03R02","BOUGOUNI OUEST","ML03R02C006","CSCOM","2007",10,3,"OUI","OMS Survey",NA,-7.49135894449,11.4144968841,NA
"213","ML03R02C007","SIKASSO","BOUGOUNI","ML03R02","BOUGOUNI SUD","ML03R02C007","CSCOM","1999",7,1,"OUI","OMS Survey",NA,-7.48049349716,11.4038588423,NA
"214","ML04R03C004","SEGOU","BLA","ML04R03","BOUGOURA","ML04R03C004","CSCOM","2010",4,NA,NA,"OMS Survey",NA,-5.28777999976,12.9769400002,NA
"215","ML02R08C006","KOULIKORO","NARA","ML02R08","BOULAL","ML02R08C006","CSCOM","1997",5,150,"OUI","OMS Survey",NA,-8.426847653,15.071580224,NA
"216","ML07R01C004","GAO","GAO","ML07R01","BOULGOUNDIE","ML07R01C004","CSCOM","1998",1,6,"OUI","OMS Survey",NA,-0.0723542698488,16.2193743501,NA
"217","ML05R04C001","MOPTI","DJENNE","ML05R04","BOUNGUEL","ML05R04C001","CSCOM",NA,NA,NA,NA,"OMS Survey",NA,-4.13550996793,14.0868396761,NA
"218","ML04R07C002","SEGOU","SAN","ML04R07","BOUNOUMBA","ML04R07C002","CSCOM","2007",8,60,NA,"OMS Survey",NA,-5.04666999998,13.05167,NA
"219","ML01R01C006","KAYES","KAYES","ML01R01","BOUNTINGUISSE","ML01R01C006","CSCOM","1998",4,110,"NON","OMS Survey",NA,-11.6523684056,15.146163188,NA
"220","ML03R09C002","SIKASSO","YOROSSO","ML03R09","BOURA","ML03R09C002","CSCOM","2000",30,30,"OUI","OMS Survey",NA,-4.544745024,12.407671472,NA
"221",NA,"KIDAL","ABEIBARA","ML09R02","BOUREISSA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,2.249008,20.025418,NA
"222","ML07R03C006","GAO","BOUREM","ML07R03","BOUREM CENTRAL","ML07R03C006","CSCOM","2010",6,50,"OUI","OMS Survey",NA,-0.352034145,16.949716976,NA
"223","ML07R03C000","GAO","BOUREM","ML07R03","BOUREM CSREF","ML07R03C000","CSRef","2011",0,95,NA,"OMS Survey",NA,-0.352034145,16.949716976,NA
"224","ML06R01C009","TOMBOUCTOU","TOMBOUCTOU","ML06R01","BOUREM INALY","ML06R01C009","CSCOM","1999",5,25,"OUI","OMS Survey",NA,-2.851518272,16.686352351,NA
"225","ML06R02C002","TOMBOUCTOU","DIRE","ML06R02","BOUREM-SIDI-AMAR","ML06R02C002","CSCOM","2001",10,15,"OUI","OMS Survey",NA,-3.333600023,16.366699225,NA
"226","ML04R01C003","SEGOU","SEGOU","ML04R01","BOUSSIN","ML04R01C003","CSCOM","2006",15,50,"NON","OMS Survey",NA,-5.937287775,13.506254723,NA
"227","ML07R01C005","GAO","GAO","ML07R01","BOYA","ML07R01C005","CSCOM","2000",3,75,"OUI","OMS Survey",NA,0.225762389343699,15.8648613497,NA
"228","ML06R05C005","TOMBOUCTOU","NIAFUNKE","ML06R05","BOYO","ML06R05C005","CSCOM","2006",12,85,"NON","OMS Survey",NA,-3.36129539791,15.7116090996,NA
"229","ML03R07C002","SIKASSO","SELINGUE","ML03R07","CARRIERE","ML03R07C002","CSCOM","2003",6,3,"OUI","OMS Survey",NA,-8.18448552082,11.5478292933,NA
"230","ML05R01C002","MOPTI","MOPTI","ML05R01","CELLAL-NATI","ML05R01C002","CSCOM","2007",3,3,"OUI","OMS Survey",NA,-4.15152784438,14.4916475744,NA
"231",NA,"SIKASSO","Sikasso",NA,"CENTRE JEAN MARIE CISSE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-5.66654,11.31755,NA
"232","ML07R03C007","GAO","BOUREM","ML07R03","CHABARIA","ML07R03C007","CSCOM","2000",6,45,"OUI","OMS Survey",NA,-0.635424520373,16.9197992257,NA
"233","ML07R01C006","GAO","GAO","ML07R01","CHATEAU","ML07R01C006","CSCOM","2000",2,2,"OUI","OMS Survey",NA,-0.027067825037,16.2665205468,NA
"234",NA,"TOMBOUCTOU","Dire",NA,"CHIRFIGA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-3.328817,16.090465,NA
"235","ML02R01C001","KOULIKORO","KOULIKORO","ML02R01","CHOLA","ML02R01C001","CSCOM","1996",11,70,"NON","OMS Survey",NA,-7.58008000025,13.3829700004,NA
"236","ML08H03U004","BAMAKO","COMMUNE3","ML08H03","CHU CNOS","ML08H03U004","Hôpital","1986",0,0,NA,"OMS Survey",NA,-8.00352999956,12.6367000002,NA
"237","ML08H03U002","BAMAKO","COMMUNE3","ML08H03","CHU Gabriel TOURE","ML08H03U002","Hôpital","1959",0,0,NA,"OMS Survey",NA,-7.99437999993,12.6511700002,NA
"238","ML08H03U001","BAMAKO","COMMUNE3","ML08H03","CHU Point G","ML08H03U001","Hôpital","1906",0,0,NA,"OMS Survey",NA,-7.99981999966,12.6699199998,NA
"239","ML04R01C004","SEGOU","SEGOU","ML04R01","CINZANA","ML04R01C004","CSCOM","2004",21,40,"OUI","OMS Survey",NA,-5.9641269,13.249040097,NA
"240","ML04R06C003","SEGOU","NIONO","ML04R06","COCODY","ML04R06C003","CSCOM","1994",11,60,"NON","OMS Survey",NA,-6.16097000007,14.4698900002,NA
"241",NA,"BAMAKO","COMMUNE1",NA,"CS CATHOLIQUE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,NA,NA,NA
"242",NA,"BAMAKO","COMMUNE1",NA,"CS CHERIFLA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,NA,NA,NA
"243",NA,"KAYES","Kita",NA,"CS SAINT FELIX","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,NA,NA,NA
"244","ML04R06C004","SEGOU","NIONO","ML04R06","CSCOM K2","ML04R06C004","CSCOM","2011",30,75,"OUI","OMS Survey",NA,-5.95014999961,14.8002213888,NA
"245","ML08R01C000","BAMAKO","COMMUNE1","ML08R01","CSREF COMMUNE1","ML08R01C000","CSRef","1981",0,10,NA,"OMS Survey",NA,-7.94806000005,12.6566999998,NA
"246","ML08R02C000","BAMAKO","COMMUNE2","ML08R02","CSREF COMMUNE2","ML08R02C000","CSRef","2011",0,2,NA,"OMS Survey",NA,-7.98638000017,12.6461300004,NA
"247","ML08R03C000","BAMAKO","COMMUNE3","ML08R03","CSREF COMMUNE3","ML08R03C000","CSRef","1978",0,3,NA,"OMS Survey",NA,-8.01343999998,12.6444800003,NA
"248","ML08R04C000","BAMAKO","COMMUNE4","ML08R04","CSREF COMMUNE4","ML08R04C000","CSRef","2002",0,6,NA,"OMS Survey",NA,-8.0334736112,12.6168905562,NA
"249","ML08R05C000","BAMAKO","COMMUNE5","ML08R05","CSREF COMMUNE5","ML08R05C000","CSRef","1993",0,3,NA,"OMS Survey",NA,-7.97853000019,12.6021899996,NA
"250","ML08R06C000","BAMAKO","COMMUNE6","ML08R06","CSREF COMMUNE6","ML08R06C000","CSRef","1981",0,12,NA,"OMS Survey",NA,-7.94127000043,12.6040500003,NA
"251","ML02R06C011","KOULIKORO","KATI","ML02R06","DABAN","ML02R06C011","CSCOM","2005",9,1,"OUI","OMS Survey",NA,-8.309397653,13.219204222,NA
"252","ML01R04C002","KAYES","KENIEBA","ML01R04","DABIA","ML01R04C002","CSCOM","1996",6,30,"NON","OMS Survey",NA,-11.1366669052,12.6678184718,NA
"253","ML01R05C008","KAYES","KITA","ML01R05","DAFELA","ML01R05C008","CSCOM","2011",10,15,"OUI","OMS Survey",NA,-9.398674279,12.967828847,NA
"254","ML01R01C007","KAYES","KAYES","ML01R01","DAGASSENOU","ML01R01C007","CSCOM","2002",1,90,"NON","OMS Survey",NA,-12.013849781,14.2859014733,NA
"255","ML04R07C003","SEGOU","SAN","ML04R07","DAH","ML04R07C003","CSCOM","2003",23,30,"NON","OMS Survey",NA,-4.946117899,13.149192222,NA
"256","ML05R05C003","MOPTI","DOUENTZA","ML05R05","DALLAH","ML05R05C003","CSCOM","1995",9,35,"OUI","OMS Survey",NA,-2.640277897,15.105277974,NA
"257","ML03R01C003","SIKASSO","SIKASSO","ML03R01","DALLE","ML03R01C003","CSCOM","2009",19,30,"OUI","OMS Survey",NA,-5.53001277493,11.0473593453,NA
"258","ML02R02C004","KOULIKORO","BANAMBA","ML02R02","DAMPHA DIARISSO","ML02R02C004","CSCOM","2009",10,82,"OUI","OMS Survey",NA,-7.48122999993,14.1341500001,NA
"259","ML03R01C004","SIKASSO","SIKASSO","ML03R01","DANDERESSO","ML03R01C004","CSCOM","1996",12,32,"NON","OMS Survey",NA,-5.482504275,11.484531471,NA
"260","ML02R04C003","KOULIKORO","FANA","ML02R04","DANDOUGOU","ML02R04C003","CSCOM","1998",10,60,"OUI","OMS Survey",NA,-6.497777901,12.560277972,NA
"261","ML02R09C004","KOULIKORO","OUELESSEBOUGOU","ML02R09","DANGASSA","ML02R09C004","CSCOM","2005",7,60,"OUI","OMS Survey",NA,-8.12626999956,12.1911400003,NA
"262","ML05R06C005","MOPTI","KORO","ML05R06","DANGATENE","ML05R06C005","CSCOM","2004",16,25,"OUI","OMS Survey",NA,-2.93845999985,14.1553000004,NA
"263","ML06R02C003","TOMBOUCTOU","DIRE","ML06R02","DANGHA","ML06R02C003","CSCOM","2004",13,45,"NON","OMS Survey",NA,-3.132061773,16.459560475,NA
"264",NA,"TOMBOUCTOU","Niafunke",NA,"DARI (NF)","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition","3 villages",NA,NA,NA
"265","ML04R01C005","SEGOU","SEGOU","ML04R01","DARSALAM","ML04R01C005","CSCOM","2000",1,1,"OUI","OMS Survey",NA,-6.26006267472,13.4428409868,NA
"266",NA,"KAYES","KENIEBA",NA,"DARSALAM","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-11.284153,12.118056,NA
"267","ML01R05C009","KAYES","KITA","ML01R05","DARSALAM-KITA","ML01R05C009","CSCOM","2005",3,1,"OUI","OMS Survey",NA,-9.48937520643,13.039494794,NA
"268","ML05R02C004","MOPTI","BANDIAGARA","ML05R02","DE","ML05R02C004","CSCOM","1998",11,92,"OUI","OMS Survey",NA,-3.260345773,14.776770474,NA
"269",NA,"MOPTI","YOUWAROU","ML05R08","DEBARE","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-4.014091,15.224512,NA
"270","ML03R02C008","SIKASSO","BOUGOUNI","ML03R02","DEBELIN","ML03R02C008","CSCOM","1997",10,75,"OUI","OMS Survey",NA,-6.990713151,11.552406096,NA
"271","ML01R03C002","KAYES","DIEMA","ML01R03","DEBOMASSASSI","ML01R03C002","CSCOM","2001",8,22,"NON","OMS Survey",NA,-9.39486000023,14.5970299999,NA
"272","ML03R02C009","SIKASSO","BOUGOUNI","ML03R02","DEFINA","ML03R02C009","CSCOM","2008",125,8,"OUI","OMS Survey",NA,-7.151679026,11.007873595,NA
"273","ML02R03C003","KOULIKORO","DIOILA","ML02R03","DEGNEKORO","ML02R03C003","CSCOM","2006",9,30,"OUI","OMS Survey",NA,-6.664941026,12.351623221,NA
"274","ML03R01C005","SIKASSO","SIKASSO","ML03R01","DEMBELLA","ML03R01C005","CSCOM","1995",14,112,"NON","OMS Survey",NA,-6.363926276,11.7244825693,NA
"275","ML01R02C004","KAYES","OUSSOUBIDIAGNA","ML01R02","DEMEKE","ML01R02C004","CSCOM","2008",3,120,"OUI","OMS Survey",NA,-10.5115699997,14.1913799997,NA
"276","ML05R03C005","MOPTI","BANKASS","ML05R03","DI0BAL","ML05R03C005","CSCOM","1991",16,12,"OUI","OMS Survey",NA,-3.618476898,14.026478223,NA
"277","ML05R07C001","MOPTI","TENENKOU","ML05R07","DIA","ML05R07C001","CSCOM","1996",18,15,"NON","OMS Survey",NA,-4.955589649,14.345656473,NA
"278",NA,"KAYES","NIORO",NA,"DIABAGUELA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-9.017505,15.042607,NA
"279","ML04R06C005","SEGOU","NIONO","ML04R06","DIABALY","ML04R06C005","CSCOM","1994",28,30,"NON","OMS Survey",NA,-6.0219579,14.685537099,NA
"280","ML01R04C003","KAYES","KENIEBA","ML01R04","DIABAROU","ML01R04C003","CSCOM","2009",5,36,"OUI","OMS Survey",NA,-11.0923577801,12.6259044782,NA
"281",NA,"KAYES","NIORO",NA,"DIABIDIALA","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition",NA,-9.508864,14.753349,NA
"282","ML01R06C003","KAYES","NIORO","ML01R06","DIABIGUE","ML01R06C003","CSCOM","2000",14,35,"NON","OMS Survey",NA,-9.319638653,15.152496599,NA
"283","ML05R07C002","MOPTI","TENENKOU","ML05R07","DIAFARABE","ML05R07C002","CSCOM","1995",13,45,"OUI","OMS Survey",NA,-5.020555524,14.138333348,NA
"284","ML02R06C012","KOULIKORO","KATI","ML02R06","DIAGO","ML02R06C012","CSCOM","2007",4,10,"OUI","OMS Survey",NA,-8.156389277,12.777500097,NA
"285","ML03R05C002","SIKASSO","KOLONDIEBA","ML03R05","DIAKA","ML03R05C002","CSCOM","1995",13,47,"OUI","OMS Survey",NA,-7.13428965143,11.1607783454,NA
"286","ML01R02C005","KAYES","BAFOULABE","ML01R02","DIAKABA","ML01R02C005","CSCOM","2002",4,69,"OUI","OMS Survey",NA,-10.4510999997,13.4420800001,NA
"287","ML01R02C006","KAYES","BAFOULABE","ML01R02","DIAKITELA","ML01R02C006","CSCOM","2011",6,53,"NON","OMS Survey",NA,-10.8971700001,13.9210199998,NA
"288","ML04R06C006","SEGOU","NIONO","ML04R06","DIAKIWERE","ML04R06C006","CSCOM","1996",19,0,"OUI","OMS Survey",NA,-6.14725000019,14.5566499998,NA
"289","ML01R02C007","KAYES","OUSSOUBIDIAGNA","ML01R02","DIAKON","ML01R02C007","CSCOM","1997",5,150,"OUI","OMS Survey",NA,-10.250907779,14.471530973,NA
"290","ML04R07C004","SEGOU","SAN","ML04R07","DIAKOUROUNA","ML04R07C004","CSCOM","2002",21,95,"OUI","OMS Survey",NA,-5.1413934,12.867344722,NA
"291","ML01R01C008","KAYES","KAYES","ML01R01","DIALA KHASSO","ML01R01C008","CSCOM","2010",8,7,"OUI","OMS Survey",NA,-11.4051099996,14.5722499997,NA
"292","ML01R04C004","KAYES","KENIEBA","ML01R04","DIALAFARA-KENIEBA","ML01R04C004","CSCOM","1997",7,85,"NON","OMS Survey",NA,-11.3792925304,13.4580934725,NA
"293","ML01R07C003","KAYES","YELIMANE","ML01R07","DIALAKA","ML01R07C003","CSCOM","2010",1,NA,NA,"OMS Survey",NA,-10.8108300004,14.6355599997,NA
"294","ML02R09C005","KOULIKORO","OUELESSEBOUGOU","ML02R09","DIALAKOROBA","ML02R09C005","CSCOM","2004",13,45,"NON","OMS Survey",NA,-7.927394402,12.259762846,NA
"295",NA,"KOULIKORO","Kati",NA,"DIALAKOROBOUGOU","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition","2 villages",NA,NA,NA
"296","ML02R06C013","KOULIKORO","KATI","ML02R06","DIALAKORODJI","ML02R06C013","CSCOM","2001",10,25,"OUI","OMS Survey",NA,-7.91236000024,12.7017099996,NA
"297","ML01R02C008","KAYES","OUSSOUBIDIAGNA","ML01R02","DIALLAN","ML01R02C008","CSCOM","2005",8,160,"NON","OMS Survey",NA,-10.1624492792,14.2035755982,NA
"298","ML01R01C009","KAYES","KAYES","ML01R01","DIALLANE","ML01R01C009","CSCOM","2010",2,1,"OUI","OMS Survey",NA,-11.9168400003,14.5182599997,NA
"299","ML05R03C003","MOPTI","BANKASS","ML05R03","DIALLASSAGOU (ASACODA)","ML05R03C003","CSCOM","1998",20,47,"OUI","OMS Survey",NA,-3.624786148,13.737380598,NA
"300","ML05R03C004","MOPTI","BANKASS","ML05R03","DIALLAYE","ML05R03C004","CSCOM","2011",5,60,"OUI","OMS Survey",NA,-3.52338802306,13.6514924727,NA
"301","ML05R01C003","MOPTI","MOPTI","ML05R01","DIALLOUBE","ML05R01C003","CSCOM","1996",10,65,"NON","OMS Survey",NA,-4.232015899,15.013611349,NA
"302","ML04R08C002","SEGOU","TOMINIAN","ML04R08","DIAMAKAN","ML04R08C002","CSCOM","2001",10,130,"NON","OMS Survey",NA,-4.14522527364,13.6328297227,NA
"303",NA,"TOMBOUCTOU","Gourma-Rharous",NA,"DIAMAMOU","0","CSCOM",NA,NA,NA,NA,"Cluster Nutrition","Non localise",NA,NA,NA
"304","ML04R05C002","SEGOU","MARKALA","ML04R05","DIAMARABOUGOU","ML04R05C002","CSCOM","2006",15,1,"OUI","OMS Survey",NA,-6.07845515,13.665729973,NA
"305","ML05R01C004","MOPTI","MOPTI","ML05R01","DIAMBACOUROU","ML05R01C004","CSCOM","1997",16,55,"OUI","OMS Survey",NA,-3.975277648,14.822500224,NA
